Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
34262106,Everything Here Is Beautiful,Mira T. Lee,"Lee, Mira T.",,"=""0735221960""","=""9780735221963""",0,3.92,Pamela Dorman Books,Hardcover,242,2018,2018,,2020/05/09,"to-read, book-riot-pop","to-read (#655), book-riot-pop (#10)",to-read,,,,0,,,0,,,,,
34503571,The Book of Essie,Meghan MacLean Weir,"Weir, Meghan MacLean",,"=""""","=""""",0,3.93,Knopf,Kindle Edition,336,2018,2018,,2020/05/09,"to-read, book-riot-pop","to-read (#654), book-riot-pop (#9)",to-read,,,,0,,,0,,,,,
35540771,Send Down the Rain,Charles Martin,"Martin, Charles",,"=""0718084764""","=""9780718084769""",0,4.14,Thomas Nelson,ebook,352,2018,2018,,2020/05/09,"to-read, book-riot-pop","to-read (#653), book-riot-pop (#8)",to-read,,,,0,,,0,,,,,
33099588,"The Black Tides of Heaven (Tensorate, #1)",J.Y.  Yang,"Yang, J.Y.",,"=""076539541X""","=""9780765395412""",0,3.77,Tor.com,Paperback,236,2017,2017,,2020/03/26,"to-read, on-kobo, book-riot-pop","to-read (#561), on-kobo (#78), book-riot-pop (#7)",to-read,,,,0,,,0,,,,,
34386617,"The Night Masquerade (Binti, #3)",Nnedi Okorafor,"Okorafor, Nnedi",,"=""0765393131""","=""9780765393135""",0,4.06,Tor.com,Paperback,208,2018,2018,,2020/05/09,"to-read, book-riot-pop","to-read (#652), book-riot-pop (#6)",to-read,,,,0,,,0,,,,,
35018907,"Semiosis (Semiosis Duology, #1)",Sue Burke,"Burke, Sue",,"=""076539135X""","=""9780765391353""",0,3.92,Tor Books,Hardcover,336,2018,2018,,2018/04/18,"to-read, book-riot-pop","to-read (#245), book-riot-pop (#5)",to-read,,,,0,,,0,,,,,
35271523,"Senlin Ascends (The Books of Babel, #1)",Josiah Bancroft,"Bancroft, Josiah",,"=""0316517917""","=""9780316517911""",0,4.17,Orbit,Paperback,389,2018,2013,,2020/05/09,"to-read, book-riot-pop","to-read (#651), book-riot-pop (#4)",to-read,,,,0,,,0,,,,,
33571217,Reincarnation Blues,Michael Poore,"Poore, Michael",,"=""0399178481""","=""9780399178481""",0,3.94,Del Rey Books,Hardcover,374,2017,2017,,2020/05/09,"to-read, book-riot-pop","to-read (#650), book-riot-pop (#3)",to-read,,,,0,,,0,,,,,
36217818,"Go, Went, Gone",Jenny Erpenbeck,"Erpenbeck, Jenny",Susan Bernofsky,"=""""","=""""",0,4.02,Portobello Books,Kindle Edition,304,2017,2015,,2020/05/09,"to-read, book-riot-pop","to-read (#649), book-riot-pop (#2)",to-read,,,,0,,,0,,,,,
50908082,All the Names They Used for God,Anjali Sachdeva,"Sachdeva, Anjali",,"=""""","=""""",0,4.04,Spiegel & Grau,Kindle Edition,290,2018,2018,,2020/03/04,"to-read, on-kobo, book-riot-pop","to-read (#514), on-kobo (#6), book-riot-pop (#1)",to-read,,,,0,,,0,,,,,
31837361,A Study in Scarlet,Arthur Conan Doyle,"Doyle, Arthur Conan",,"=""""","=""9781620114810""",3,4.16,Duke Classics,ebook,126,2012,1887,2020/03/30,2020/03/07,2020,2020 (#20),read,,,,1,,,0,,,,,
40961427,1984,George Orwell,"Orwell, George",,"=""""","=""""",3,4.18,Houghton Mifflin Harcourt,Kindle Edition,237,2013,1949,2020/05/05,2020/03/15,"on-kobo, 2020","on-kobo (#1), 2020 (#18)",read,,,,1,,,0,,,,,
45046624,Repo Virtual,Corey J. White,"White, Corey J.",,"=""1250218721""","=""9781250218728""",0,3.71,Tor.com,Hardcover,352,2020,2020,,2020/05/05,to-read,to-read (#648),to-read,,,,0,,,0,,,,,
36510722,Gods of Jade and Shadow,Silvia Moreno-Garcia,"Moreno-Garcia, Silvia",,"=""""","=""""",0,3.91,Del Rey,Hardcover,338,2019,2019,,2020/05/05,to-read,to-read (#647),to-read,,,,0,,,0,,,,,
42881101,The Girl in Red,Christina Henry,"Henry, Christina",,"=""0451492285""","=""9780451492289""",0,3.71, Berkley ,Paperback,293,2019,2019,,2020/05/05,to-read,to-read (#646),to-read,,,,0,,,0,,,,,
22043062,A Slip of the Keyboard: Collected Nonfiction,Terry Pratchett,"Pratchett, Terry",,"=""""","=""""",3,4.22,Doubleday,Kindle Edition,320,2014,2014,2020/05/03,2020/03/15,"on-kobo, 2020","on-kobo (#4), 2020 (#17)",read,,,,1,,,0,,,,,
2443,The Innocents Abroad,Mark Twain,"Twain, Mark",Grover Gardner,"=""0812967054""","=""9780812967050""",4,3.86,Modern Library,Paperback,560,2003,1869,2012/05/27,2012/05/27,on-kobo,on-kobo (#116),read,,,,1,,,0,,,,,
310612,A Confederacy of Dunces,John Kennedy Toole,"Toole, John Kennedy",Walker Percy,"=""0802130208""","=""9780802130204""",0,3.89,Grove Press,Paperback,394,1994,1980,,2020/04/22,to-read,to-read (#645),to-read,,,,0,,,0,,,,,
31683496,Wuthering Heights,Emily Brontë,"Brontë, Emily",,"=""""","=""9781620116739""",0,3.86,Duke Classics,ebook,358,2012,1847,,2020/03/26,"on-kobo, to-read","on-kobo (#136), to-read (#644)",to-read,,,,0,,,0,,,,,
13261812,Gone Girl,Gillian Flynn,"Flynn, Gillian",,"=""""","=""""",0,4.07,Crown,Kindle Edition,578,2012,2012,,2019/12/14,"on-kobo, to-read","on-kobo (#22), to-read (#643)",to-read,,,,0,,,0,,,,,
18001867,"Hollow City (Miss Peregrine's Home for Peculiar Children, # 2)",Ransom Riggs,"Riggs, Ransom",,"=""""","=""""",2,4.06,Quirk Books,Kindle Edition,402,2014,2014,2020/04/14,2020/03/31,"2020, on-kobo","2020 (#16), on-kobo (#138)",read,,,,1,,,0,,,,,
17666849,The Mysterious Affair at Styles,Agatha Christie,"Christie, Agatha",,"=""9781620122""","=""""",0,3.99,Duke Classics,ebook,154,2012,1920,,2020/03/26,"on-kobo, to-read","on-kobo (#120), to-read (#642)",to-read,,,,0,,,0,,,,,
109901,"The Cold Dish (Walt Longmire, #1)",Craig Johnson,"Johnson, Craig",,"=""0143036424""","=""9780143036425""",0,4.13,Penguin Books,Paperback,354,2006,2004,,2020/04/11,"to-read, states","to-read (#641), states (#48)",to-read,,,,0,,,0,,,,,
30165203,"American Gods (American Gods, #1)",Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",4,4.11,William Morrow,Kindle Edition,635,2011,2001,2019/06/16,2019/05/30,"2019, states","2019 (#14), states (#47)",read,,,,1,,,0,,,,,
207153,"Shiloh (Shiloh, #1)",Phyllis Reynolds Naylor,"Naylor, Phyllis Reynolds",,"=""0689862229""","=""9780689862229""",0,3.94,Aladdin Paperbacks,Paperback,145,2003,1991,,2020/04/11,"to-read, states","to-read (#640), states (#46)",to-read,,,,0,,,0,,,,,
77142,Snow Falling on Cedars,David Guterson,"Guterson, David",,"=""067976402X""","=""9780679764021""",0,3.84,Vintage,Paperback,460,1995,1994,,2020/04/11,"to-read, states","to-read (#639), states (#45)",to-read,,,,0,,,0,,,,,
2839,Bridge to Terabithia,Katherine Paterson,"Paterson, Katherine",,"=""0439366771""","=""9780439366779""",0,4.01,Trumpet Club Special Edition,Paperback,128,1996,1977,,2020/04/11,"to-read, states","to-read (#638), states (#44)",to-read,,,,0,,,0,,,,,
5166,Midwives,Chris Bohjalian,"Bohjalian, Chris",,"=""""","=""""",0,3.98,Vintage,Paperback,384,1998,1997,,2020/04/11,"to-read, states","to-read (#637), states (#43)",to-read,,,,0,,,0,,,,,
38709,"Holes (Holes, #1)",Louis Sachar,"Sachar, Louis",,"=""0439244196""","=""9780439244190""",0,3.97,Scholastic,Paperback,233,2000,1998,,2020/04/11,"to-read, states","to-read (#636), states (#41)",to-read,,,,0,,,0,,,,,
800545,The Color Purple,Alice Walker,"Walker, Alice",,"=""""","=""""",4,4.22,"A Harvest Book/Harcourt, Inc.",Paperback,294,2003,1982,2015/10/20,2013/10/10,states,states (#40),read,,,,1,,,0,,,,,
6013511,Black Hills,Nora Roberts,"Roberts, Nora",,"=""0399155813""","=""9780399155819""",0,4.11,Putnam,Hardcover,472,2009,2009,,2020/04/11,"to-read, states","to-read (#635), states (#39)",to-read,,,,0,,,0,,,,,
37435,The Secret Life of Bees,Sue Monk Kidd,"Kidd, Sue Monk",,"=""0142001740""","=""9780142001745""",2,4.05,Penguin Books,Paperback,302,2003,2001,2018/03/02,2010/11/10,"2018, states","2018 (#6), states (#38)",read,,,,1,,,0,,,,,
10917,My Sister's Keeper,Jodi Picoult,"Picoult, Jodi",,"=""0743454537""","=""9780743454537""",0,4.08,Washington Square Press,Paperback,423,2005,2004,,2020/04/11,"to-read, states","to-read (#634), states (#37)",to-read,,,,0,,,0,,,,,
332613,One Flew Over the Cuckoo's Nest,Ken Kesey,"Kesey, Ken",,"=""""","=""""",0,4.19,Signet,Mass Market Paperback,325,1963,1962,,2010/10/13,"to-read, states","to-read (#10), states (#36)",to-read,,,,0,,,0,,,,,
231804,The Outsiders,S.E. Hinton,"Hinton, S.E.",,"=""""","=""""",0,4.10,Puffin Books (US/CAN),Mass Market Paperback,192,1997,1967,,2020/04/11,"to-read, states","to-read (#633), states (#35)",to-read,,,,0,,,0,,,,,
91440,Love Medicine,Louise Erdrich,"Erdrich, Louise",,"=""0060786469""","=""9780060786465""",0,4.00,Harper Perennial Modern Classics,Paperback,367,2005,1984,,2020/04/11,"to-read, states","to-read (#632), states (#34)",to-read,,,,0,,,0,,,,,
3473,A Walk to Remember,Nicholas Sparks,"Sparks, Nicholas",,"=""0446693804""","=""9780446693806""",0,4.18,Grand Central Publishing,Paperback,240,2004,1999,,2020/04/11,"to-read, states","to-read (#631), states (#33)",to-read,,,,0,,,0,,,,,
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",Francis Scott Fitzgerald,"=""""","=""""",4,3.92,Scribner,Paperback,200,2004,1925,2012/03/31,2010/10/16,states,states (#32),read,,,,1,,,0,,,,,
328064,Red Sky at Morning,Richard  Bradford,"Bradford, Richard",,"=""0060931906""","=""9780060931902""",0,4.07,Harper Perennial Modern Classics,Paperback,256,2020,1968,,2020/04/11,"to-read, states","to-read (#630), states (#31)",to-read,,,,0,,,0,,,,,
531989,Drown,Junot Díaz,"Díaz, Junot",,"=""1573226068""","=""9781573226066""",0,4.03,Riverhead Books,Paperback,208,1997,1995,,2020/04/11,"to-read, states","to-read (#629), states (#30)",to-read,,,,0,,,0,,,,,
4473,A Prayer for Owen Meany,John Irving,"Irving, John",,"=""0552135399""","=""9780552135399""",0,4.23,Black Swan,Paperback,637,1990,1989,,2020/04/11,"to-read, states","to-read (#628), states (#29)",to-read,,,,0,,,0,,,,,
7745,Fear and Loathing in Las Vegas,Hunter S. Thompson,"Thompson, Hunter S.",Ralph Steadman,"=""0679785892""","=""9780679785897""",5,4.08,Vintage Books,Paperback,204,1998,1971,2012/01/25,2010/10/13,states,states (#28),read,,,,2,,,0,,,,,
8909152,Attachments,Rainbow Rowell,"Rowell, Rainbow",,"=""0525951989""","=""9780525951988""",0,3.91,Dutton,Hardcover,323,2011,2011,,2020/04/11,"to-read, states","to-read (#627), states (#27)",to-read,,,,0,,,0,,,,,
30043,A River Runs Through it and Other Stories,Norman Maclean,"Maclean, Norman",Annie Proulx,"=""0226500667""","=""9780226500669""",0,4.18,University of Chicago Press,Paperback,217,2001,1976,,2020/04/11,"to-read, states","to-read (#626), states (#26)",to-read,,,,0,,,0,,,,,
2956,The Adventures of Huckleberry Finn,Mark Twain,"Twain, Mark","Guy Cardwell, John Seelye, Walter Trier","=""0142437174""","=""9780142437179""",0,3.82,Penguin Classics,Paperback,327,2002,1884,,2020/04/11,"to-read, states","to-read (#625), states (#25)",to-read,,,,0,,,1,,,unspecified,,
4667024,The Help,Kathryn Stockett,"Stockett, Kathryn",,"=""""","=""""",0,4.47,Amy Einhorn Books/G.P. Putnam's Sons,Hardcover,451,2009,2009,,2020/04/11,"to-read, states","to-read (#624), states (#24)",to-read,,,,0,,,0,,,,,
15803059,Ordinary Grace,William Kent Krueger,"Krueger, William Kent",,"=""1451645821""","=""9781451645828""",0,4.20,Atria Books,Hardcover,307,2013,2013,,2020/04/11,"to-read, states","to-read (#623), states (#23)",to-read,,,,0,,,0,,,,,
2187,Middlesex,Jeffrey Eugenides,"Eugenides, Jeffrey",,"=""0312422156""","=""9780312422158""",5,4.01,Picador USA,Paperback,529,2003,2002,2018/12/09,2012/12/26,"2019, states","2019 (#5), states (#22)",read,,,,1,,,0,,,,,
1934,Little Women,Louisa May Alcott,"Alcott, Louisa May",,"=""0451529308""","=""9780451529305""",0,4.08,Signet Classics,Paperback,449,2004,1868,,2020/04/11,"to-read, states","to-read (#622), states (#21)",to-read,,,,0,,,0,,,,,
77699,Dinner at the Homesick Restaurant,Anne Tyler,"Tyler, Anne",,"=""0449911594""","=""9780449911594""",0,3.81,Ballantine Books,Paperback,303,1996,1982,,2020/04/11,"to-read, states","to-read (#621), states (#20)",to-read,,,,0,,,0,,,,,
4687,The Cider House Rules,John Irving,"Irving, John",,"=""0786226749""","=""9780786226740""",0,4.13,Thorndike Press,Hardcover,973,2000,1985,,2020/04/11,"to-read, states","to-read (#620), states (#19)",to-read,,,,0,,,0,,,,,
43763,"Interview with the Vampire (The Vampire Chronicles, #1)",Anne Rice,"Rice, Anne",,"=""0345476875""","=""9780345476876""",0,4.00,Ballantine Books,Paperback,342,2004,1976,,2020/04/11,"to-read, states","to-read (#619), states (#18)",to-read,,,,0,,,0,,,,,
15957,The Patron Saint of Liars,Ann Patchett,"Patchett, Ann",,"=""1841150509""","=""9781841150505""",0,3.82,HarperCollins Publishers,Paperback,352,2003,1992,,2020/04/11,"to-read, states","to-read (#618), states (#17)",to-read,,,,0,,,0,,,,,
8705573,The Wonderful Wizard of Oz,L. Frank Baum,"Baum, L. Frank",,"=""0007368550""","=""9780007368556""",4,3.99,HarperCollins,Paperback,178,2010,1900,2011/11/01,2011/08/26,states,states (#16),read,,,,1,,,0,,,,,
83674,The Bridges of Madison County,Robert James Waller,"Waller, Robert James",,"=""0446364495""","=""9780446364492""",0,3.62,Grand Central Publishing,Mass Market Paperback,224,1995,1992,,2020/04/11,"to-read, states","to-read (#617), states (#15)",to-read,,,,0,,,0,,,,,
11870085,The Fault in Our Stars,John Green,"Green, John",,"=""""","=""""",3,4.21,Dutton Books,Hardcover,313,2012,2012,2014/01/11,2013/03/16,states,states (#14),read,"3 stars for the book, 5 for the author and I don’t even like the book. Nevertheless, although I didn’t like the plot and I wasn’t at all interested in the tragic teenage romance going on, I liked how the book was written. The author has so much potential and I am eager to keep on reading his books.",,,1,,,0,,,,,
18619684,The Time Traveler's Wife,Audrey Niffenegger,"Niffenegger, Audrey",,"=""""","=""9781939126016""",0,3.97,Zola Books,ebook,500,2013,2003,,2020/04/11,"to-read, states","to-read (#616), states (#13)",to-read,,,,0,,,0,,,,,
11741,Housekeeping,Marilynne Robinson,"Robinson, Marilynne",,"=""0312424094""","=""9780312424091""",0,3.82,Picador USA,Paperback,219,2004,1980,,2020/02/16,"to-read, states","to-read (#467), states (#12)",to-read,,,,0,,,0,,,,,
3273,"Moloka'i (Moloka'i, #1)",Alan Brennert,"Brennert, Alan",,"=""0312304358""","=""9780312304355""",0,4.17,St. Martin's Griffin,Paperback,405,2004,2003,,2019/08/30,"to-read, states","to-read (#376), states (#11)",to-read,,,,0,,,0,,,,,
18405,Gone with the Wind,Margaret Mitchell,"Mitchell, Margaret",,"=""0446675539""","=""9780446675536""",0,4.30,Warner Books,Mass Market Paperback,1037,1999,1936,,2020/04/11,"to-read, states","to-read (#615), states (#10)",to-read,,,,0,,,0,,,,,
37415,Their Eyes Were Watching God,Zora Neale Hurston,"Hurston, Zora Neale",,"=""0061120065""","=""9780061120060""",0,3.93,Amistad,Paperback,219,2006,1937,,2013/10/10,"to-read, states","to-read (#9), states (#9)",to-read,,,,0,,,0,,,,,
11588,The Shining,Stephen King,"King, Stephen",,"=""0450040186""","=""9780450040184""",0,4.23,New English Library (Hodder & Stoughton) ,Paperback,659,1980,1977,,2013/11/04,"to-read, states","to-read (#154), states (#8)",to-read,,,,0,,,0,,,,,
40698,Of Mice and Men,John Steinbeck,"Steinbeck, John",,"=""""","=""""",5,3.88,Penguin Books,Mass Market Paperback,107,1993,1937,2014/11/24,2010/10/13,states,states (#7),read,,,,2,,,0,,,,,
257845,True Grit,Charles Portis,"Portis, Charles",,"=""1585673692""","=""9781585673698""",0,4.15,Harry N. Abrams,Paperback,224,2002,1968,,2020/04/11,"to-read, states","to-read (#612), states (#6)",to-read,,,,0,,,0,,,,,
30868,"The Bean Trees (Greer Family, #1)",Barbara Kingsolver,"Kingsolver, Barbara",,"=""0812474945""","=""9780812474947""",0,3.97,Perfection Learning,Hardcover,232,1989,1988,,2020/04/11,"to-read, states","to-read (#611), states (#5)",to-read,,,,0,,,0,,,,,
1845,Into the Wild,Jon Krakauer,"Krakauer, Jon",,"=""0385486804""","=""9780385486804""",0,3.99,Anchor Books,Paperback,207,1997,1996,,2020/04/11,"to-read, states","to-read (#614), states (#4)",to-read,,,,0,,,0,,,,,
22024583,"To Kill a Mockingbird (To Kill a Mockingbird, #1)",Harper Lee,"Lee, Harper",,"=""""","=""""",2,4.28,HarperCollins ,Kindle Edition,324,2014,1960,2018/08/08,2010/10/13,"2018, states","2018 (#12), states (#3)",read,,,,1,,,0,,,,,
5759,Fight Club,Chuck Palahniuk,"Palahniuk, Chuck",,"=""0393327345""","=""9780393327342""",3,4.19,W.W. Norton & Company (NYC),Paperback,218,2005,1996,2011/06/12,2010/10/13,states,states (#2),read,,,,1,,,0,,,,,
48328,Revolutionary Road,Richard Yates,"Yates, Richard",,"=""0413757102""","=""9780413757104""",0,3.91,Methuen,Paperback,355,2001,1961,,2020/04/11,"to-read, states","to-read (#613), states (#1)",to-read,,,,0,,,0,,,,,
28177864,Harlem Is Nowhere : A Journey to the Mecca of Black America (Unabridged),Sharifa Rhodes-Pitts,"Rhodes-Pitts, Sharifa",Karen Chilton,"=""1461824796""","=""""",3,3.80,Recorded Books,Audio CD,,,2011,2020/04/04,2020/03/28,"2020, listened-to","2020 (#15), listened-to (#39)",read,,,,1,,,0,,,,,
25387142,Between the World and Me,Ta-Nehisi Coates,"Coates, Ta-Nehisi",,"=""0679645985""","=""9780679645986""",3,4.40,Spiegel & Grau,ebook,176,2015,2015,2020/03/28,2020/01/12,"on-kobo, 2020","on-kobo (#12), 2020 (#14)",read,,,,1,,,0,,,,,
21535546,Signs Preceding the End of the World,Yuri Herrera,"Herrera, Yuri",Lisa Dillman,"=""1908276428""","=""9781908276421""",0,3.93,And Other Stories,Paperback,114,2015,2009,,2020/03/31,to-read,to-read (#610),to-read,,,,0,,,0,,,,,
89526,"I, Tituba, Black Witch of Salem",Maryse Condé,"Condé, Maryse","Richard Philcox, Angela Y. Davis","=""0345384202""","=""9780345384201""",0,3.97,Ballantine Books,Paperback,225,1994,1986,,2020/03/31,to-read,to-read (#609),to-read,,,,0,,,0,,,,,
565338,Black Shack Alley,Joseph Zobel,"Zobel, Joseph","Christian Filostrat, Keith Q. Warner","=""0914478680""","=""9780914478683""",0,4.01,Three Continents Press,Paperback,182,1990,1950,,2020/03/31,to-read,to-read (#608),to-read,,,,0,,,0,,,,,
59495,Explosion in a Cathedral,Alejo Carpentier,"Carpentier, Alejo","John Sturrock, Timothy Brennan","=""081663808X""","=""9780816638086""",0,4.14,Univ Of Minnesota Press,Paperback,360,2001,1962,,2020/03/31,to-read,to-read (#607),to-read,,,,0,,,0,,,,,
23848338,The Blue Between Sky and Water,Susan Abulhawa,"Abulhawa, Susan",,"=""1632862212""","=""9781632862211""",0,4.06,Bloomsbury USA,Hardcover,293,2015,2015,,2020/03/31,to-read,to-read (#606),to-read,,,,0,,,0,,,,,
9785368,The Land at the End of the World,António Lobo Antunes,"Antunes, António Lobo",Margaret Jull Costa,"=""0393077764""","=""9780393077766""",0,3.96,W. W. Norton & Company,Hardcover,224,2011,1979,,2020/03/31,to-read,to-read (#605),to-read,,,,0,,,0,,,,,
30091914,Human Acts,Han Kang,"Kang, Han",Deborah     Smith,"=""1101906723""","=""9781101906729""",0,4.16,Hogarth Press,Hardcover,218,2017,2014,,2020/03/31,to-read,to-read (#604),to-read,,,,0,,,0,,,,,
17847848,"The New York Nobody Knows: Walking 6,000 Miles in the City",William B. Helmreich,"Helmreich, William B.",,"=""0691144052""","=""9780691144054""",0,3.27,Princeton University Press,Hardcover,449,2013,2013,,2020/03/31,to-read,to-read (#603),to-read,,,,0,,,0,,,,,
29209,The Color of Water: A Black Man's Tribute to His White Mother,James   McBride,"McBride, James",,"=""1573225789""","=""9781573225786""",0,4.10,Riverhead Books,Paperback,291,2004,1996,,2020/03/31,to-read,to-read (#602),to-read,,,,0,,,0,,,,,
34626370,Five-Carat Soul,James   McBride,"McBride, James",,"=""073521669X""","=""9780735216693""",0,3.97,Riverhead Books,Hardcover,320,2017,2017,,2020/03/31,to-read,to-read (#601),to-read,,,,0,,,0,,,,,
17286683,Men We Reaped,Jesmyn Ward,"Ward, Jesmyn",,"=""160819521X""","=""9781608195213""",0,4.23,Bloomsbury USA,Hardcover,256,2013,2013,,2020/03/31,to-read,to-read (#600),to-read,,,,0,,,0,,,,,
8141052,"An Echo in the Bone (Outlander, #7)",Diana Gabaldon,"Gabaldon, Diana",,"=""""","=""""",0,4.45,Delacorte Press,Kindle Edition,849,2009,2009,,2020/03/26,"to-read, on-kobo","to-read (#556), on-kobo (#72)",to-read,,,,0,,,0,,,,,
5542932,"The Fiery Cross (Outlander, #5)",Diana Gabaldon,"Gabaldon, Diana",,"=""""","=""""",0,4.25,Delta,Kindle Edition,1456,2002,2001,,2020/03/26,"to-read, on-kobo","to-read (#554), on-kobo (#70)",to-read,,,,0,,,0,,,,,
6973365,"Drums of Autumn (Outlander, #4)",Diana Gabaldon,"Gabaldon, Diana",,"=""""","=""""",0,4.34,Dell,ebook,1120,2004,1996,,2020/03/26,"to-read, on-kobo","to-read (#553), on-kobo (#69)",to-read,,,,0,,,0,,,,,
5442166,"A Breath of Snow and Ashes (Outlander, #6)",Diana Gabaldon,"Gabaldon, Diana",,"=""""","=""""",0,4.44,Delacorte Press,Kindle Edition,992,2005,2005,,2020/03/26,"to-read, on-kobo","to-read (#555), on-kobo (#71)",to-read,,,,0,,,0,,,,,
35738444,Murder on the Orient Express (Hercule Poirot #10),Agatha Christie,"Christie, Agatha",,"=""0062838628""","=""9780062838629""",2,4.17,William Morrow,Hardcover,265,2017,1934,2020/03/23,2010/10/14,"time-wasted, 2020","time-wasted (#8), 2020 (#13)",read,,,,2,,,0,,,,,
186926,The Street,Ann Petry,"Petry, Ann",,"=""0395901499""","=""9780395901496""",0,4.22,Mariner Books,Paperback,448,1998,1946,,2020/03/28,to-read,to-read (#599),to-read,,,,0,,,0,,,,,
52741293,Shuggie Bain,Douglas   Stuart,"Stuart, Douglas",,"=""0802148042""","=""9780802148049""",0,4.31,Grove Press,Hardcover,430,2020,2020,,2020/01/16,to-read,to-read (#435),to-read,,,,0,,,0,,,,,
