Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
21467144,The Awakening,Kate Chopin,"Chopin, Kate",,"=""""","=""""",0,3.65,Open Road Media,Kindle Edition,141,2014,1899,,2013/10/10,"to-read, on-kobo","to-read (#2), on-kobo (#108)",to-read,,,,0,,,0,,,,,
38763327,"The Golden Tresses of the Dead (Flavia de Luce, #10)",Alan Bradley,"Bradley, Alan",,"=""0345540042""","=""9780345540041""",0,3.94,Delacorte Press,ebook,352,2019,2019,,2020/03/26,"to-read, on-kobo","to-read (#584), on-kobo (#107)",to-read,,,,0,,,0,,,,,
33596091,"The Grave's a Fine and Private Place (Flavia de Luce, #9)",Alan Bradley,"Bradley, Alan",,"=""1409172880""","=""9781409172888""",0,3.98,Orion,Hardcover,365,2018,2018,,2020/03/26,"to-read, on-kobo","to-read (#583), on-kobo (#106)",to-read,,,,0,,,0,,,,,
26194013,"Thrice the Brinded Cat Hath Mew'd (Flavia de Luce, #8)",Alan Bradley,"Bradley, Alan",,"=""1409149501""","=""9781409149507""",0,3.98,Orion,Hardcover,307,2016,2016,,2020/03/26,"to-read, on-kobo","to-read (#582), on-kobo (#105)",to-read,,,,0,,,0,,,,,
23480520,"The Curious Case of the Copper Corpse  (Flavia de Luce, #6.5)",Alan Bradley,"Bradley, Alan",,"=""""","=""""",0,3.74,Bantam ,Kindle Edition,27,2014,2014,,2020/03/26,"to-read, on-kobo","to-read (#581), on-kobo (#104)",to-read,,,,0,,,0,,,,,
41017660,"The Dead in Their Vaulted Arches (Flavia de Luce, #6)",Alan Bradley,"Bradley, Alan",,"=""""","=""""",0,4.17,Delacorte Press,Kindle Edition,338,2014,2014,,2020/03/26,"to-read, on-kobo","to-read (#580), on-kobo (#103)",to-read,,,,0,,,0,,,,,
13642963,"Speaking from Among the Bones (Flavia de Luce, #5)",Alan Bradley,"Bradley, Alan",,"=""0385344031""","=""9780385344036""",0,4.17,Delacorte Press,Hardcover,378,2013,2013,,2020/03/26,"to-read, on-kobo","to-read (#579), on-kobo (#102)",to-read,,,,0,,,0,,,,,
33215762,"I Am Half-Sick of Shadows (Flavia de Luce, #4)",Alan Bradley,"Bradley, Alan",,"=""""","=""""",0,4.09,Delacorte Press,Kindle Edition,305,,2011,,2020/03/26,"to-read, on-kobo","to-read (#578), on-kobo (#101)",to-read,,,,0,,,0,,,,,
8517008,"A Red Herring Without Mustard (Flavia de Luce, #3)",Alan Bradley,"Bradley, Alan",,"=""0385342322""","=""9780385342322""",0,4.06,Delacorte Press,Hardcover,399,2011,2011,,2020/03/26,"to-read, on-kobo","to-read (#577), on-kobo (#100)",to-read,,,,0,,,0,,,,,
6777616,"The Weed That Strings the Hangman's Bag (Flavia de Luce, #2)",Alan Bradley,"Bradley, Alan",,"=""0385342314""","=""9780385342315""",0,3.99,Delacorte Press,Hardcover,364,2010,2010,,2020/03/26,"to-read, on-kobo","to-read (#576), on-kobo (#99)",to-read,,,,0,,,0,,,,,
40605285,"The Sweetness at the Bottom of the Pie (Flavia de Luce, #1)",Alan Bradley,"Bradley, Alan",,"=""""","=""""",0,3.82,Delacorte Press,Kindle Edition,386,2009,2009,,2020/03/26,"to-read, on-kobo","to-read (#575), on-kobo (#98)",to-read,,,,0,,,0,,,,,
21874813,"As Chimney Sweepers Come to Dust (Flavia de Luce, #7)",Alan Bradley,"Bradley, Alan",,"=""0345539931""","=""9780345539939""",0,3.94,Delacorte Press,Hardcover,392,2015,2015,,2020/03/26,"to-read, on-kobo","to-read (#574), on-kobo (#97)",to-read,,,,0,,,0,,,,,
767307,"The Angel of Darkness (Dr. Laszlo Kreizler, #2)",Caleb Carr,"Carr, Caleb",,"=""0345427637""","=""9780345427632""",0,3.99,Ballantine Books,Paperback,752,1997,1997,,2020/03/26,"to-read, on-kobo","to-read (#573), on-kobo (#96)",to-read,,,,0,,,0,,,,,
238722,The Yosemite,John Muir,"Muir, John",,"=""1426421451""","=""9781426421457""",0,4.11,BiblioLife,Paperback,176,2007,1912,,2020/03/26,"to-read, on-kobo","to-read (#572), on-kobo (#95)",to-read,,,,0,,,0,,,,,
6597651,The Windup Girl,Paolo Bacigalupi,"Bacigalupi, Paolo",,"=""1597801577""","=""9781597801577""",0,3.75,Night Shade Books,Hardcover,359,2009,2009,,2013/03/17,"to-read, on-kobo","to-read (#231), on-kobo (#94)",to-read,,,,0,,,0,,,,,
76171,We,Yevgeny Zamyatin,"Zamyatin, Yevgeny",Clarence Brown,"=""0140185852""","=""9780140185850""",0,3.93,Penguin Classics,Paperback,255,1993,1921,,2014/03/24,"to-read, on-kobo","to-read (#176), on-kobo (#93)",to-read,,,,0,,,0,,,,,
453231,Travels in Alaska,John Muir,"Muir, John",,"=""0781201543""","=""9780781201544""",0,3.94,Reprint Services Corp,Library Binding,344,1915,1915,,2020/03/26,"to-read, on-kobo","to-read (#571), on-kobo (#92)",to-read,,,,0,,,0,,,,,
40961230,The Travelling Cat Chronicles,Hiro Arikawa,"Arikawa, Hiro",Philip Gabriel,"=""""","=""""",0,4.29,Viking,Kindle Edition,288,2018,2012,,2020/03/26,"to-read, on-kobo","to-read (#570), on-kobo (#91)",to-read,,,,0,,,0,,,,,
111300,To a God Unknown,John Steinbeck,"Steinbeck, John",Robert DeMott,"=""0141185503""","=""9780141185507""",0,3.94,Penguin Classics,Paperback,240,2000,1933,,2020/03/26,"to-read, on-kobo","to-read (#569), on-kobo (#90)",to-read,,,,0,,,0,,,,,
26795307,Moonglow,Michael Chabon,"Chabon, Michael",,"=""0062225553""","=""9780062225559""",0,3.81,Harper,Hardcover,430,2016,2016,,2020/03/26,"to-read, on-kobo","to-read (#568), on-kobo (#89)",to-read,,,,0,,,0,,,,,
184419,The Man Who Was Thursday: A Nightmare,G.K. Chesterton,"Chesterton, G.K.",Jonathan Lethem,"=""0375757910""","=""9780375757914""",0,3.83,Modern Library,Paperback,182,2001,1908,,2013/07/29,"to-read, on-kobo","to-read (#128), on-kobo (#88)",to-read,,,,0,,,0,,,,,
15790842,"Life After Life (Todd Family, #1)",Kate Atkinson,"Atkinson, Kate",,"=""0316176486""","=""9780316176484""",0,3.76,Reagan Arthur Books,Hardcover,531,2013,2013,,2020/01/17,"to-read, on-kobo","to-read (#439), on-kobo (#87)",to-read,,,,0,,,0,,,,,
14201,Jonathan Strange & Mr Norrell,Susanna Clarke,"Clarke, Susanna",,"=""""","=""""",0,3.82,Tor Books,Paperback,1006,2006,2004,,2020/03/26,"to-read, on-kobo","to-read (#567), on-kobo (#86)",to-read,,,,0,,,0,,,,,
25152052,The Japanese Lover,Isabel Allende,"Allende, Isabel","Nick Caistor, Amanda Hopkinson","=""1501116975""","=""9781501116971""",0,3.82,Atria Books,Hardcover,322,2015,2015,,2020/03/26,"to-read, on-kobo","to-read (#566), on-kobo (#85)",to-read,,,,0,,,0,,,,,
11690,Istanbul: Memories and the City,Orhan Pamuk,"Pamuk, Orhan",,"=""1400033888""","=""9781400033881""",0,3.79,Vintage International,Paperback,356,2006,2003,,2020/03/26,"to-read, on-kobo","to-read (#565), on-kobo (#84)",to-read,,,,0,,,0,,,,,
89717,The Haunting of Hill House,Shirley Jackson,"Jackson, Shirley",Laura   Miller,"=""0143039989""","=""9780143039983""",0,3.84,Penguin Classics,Paperback,182,2006,1959,,2020/02/16,"to-read, on-kobo","to-read (#465), on-kobo (#83)",to-read,,,,0,,,0,,,,,
19715818,A Grain of Wheat (Penguin African Writers),Ngũgĩ wa Thiong'o,"Thiong'o, Ngũgĩ wa",Abdulrazak Gurnah,"=""""","=""""",0,3.84,Penguin Classic,Kindle Edition,273,2012,1967,,2020/03/26,"to-read, on-kobo","to-read (#564), on-kobo (#82)",to-read,,,,0,,,0,,,,,
3722183,"A God in Ruins (Todd Family, #2)",Kate Atkinson,"Atkinson, Kate",Alex Jennings,"=""0316176532""","=""9780316176538""",0,3.94,"Little, Brown and Company",Hardcover,468,2015,2015,,2020/03/26,"to-read, on-kobo","to-read (#563), on-kobo (#81)",to-read,,,,0,,,0,,,,,
284996,The Complete Stories,Flannery O'Connor,"O'Connor, Flannery",Robert Giroux,"=""""","=""""",0,4.40,"Farrar, Straus & Giroux",Paperback,555,1971,1955,,2020/03/26,"to-read, on-kobo","to-read (#562), on-kobo (#80)",to-read,,,,0,,,0,,,,,
7968243,Cleopatra: A Life,Stacy Schiff,"Schiff, Stacy",,"=""0316001929""","=""9780316001922""",0,3.68,"Little, Brown and Company",Hardcover,369,2010,2010,,2020/02/16,"to-read, on-kobo","to-read (#457), on-kobo (#79)",to-read,,,,0,,,0,,,,,
50140,Big Sur,Jack Kerouac,"Kerouac, Jack","Aram Saroyan, Tom    Parker, Grover Gardner","=""0140168125""","=""9780140168129""",0,3.82,Penguin Books,Paperback,256,1992,1962,,2020/03/26,"to-read, on-kobo","to-read (#560), on-kobo (#77)",to-read,,,,0,,,0,,,,,
336889,The Art of Peace,Morihei Ueshiba,"Ueshiba, Morihei",John   Stevens,"=""1590304489""","=""9781590304488""",0,4.24,Shambhala,Paperback,186,2007,1992,,2016/10/31,"to-read, on-kobo","to-read (#226), on-kobo (#76)",to-read,,,,0,,,0,,,,,
3590,"The Adventures of Sherlock Holmes (Sherlock Holmes, #3)",Arthur Conan Doyle,"Doyle, Arthur Conan",,"=""""","=""""",0,4.30,Oxford University Press,Paperback,389,1998,1892,,2020/03/26,"to-read, on-kobo","to-read (#559), on-kobo (#75)",to-read,,,,0,,,0,,,,,
5048174,2BR02B,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""""","=""""",0,3.95,,Kindle Edition,15,2007,1968,,2020/03/26,"to-read, on-kobo","to-read (#558), on-kobo (#74)",to-read,,,,0,,,0,,,,,
6065215,"The Strain (The Strain Trilogy, #1)",Guillermo del Toro,"Toro, Guillermo del",Chuck Hogan,"=""0061558230""","=""9780061558238""",0,3.79,William Morrow,Hardcover,403,2009,2009,,2020/03/26,"to-read, on-kobo","to-read (#557), on-kobo (#73)",to-read,,,,0,,,0,,,,,
6945530,"The Night Eternal (The Strain Trilogy, #3)",Guillermo del Toro,"Toro, Guillermo del",Chuck Hogan,"=""0061558265""","=""9780061558269""",0,3.69,HarperCollins Publishers,Hardcover,371,2011,2011,,2020/03/26,"to-read, on-kobo","to-read (#552), on-kobo (#65)",to-read,,,,0,,,0,,,,,
386372,"Mort (Discworld, #4; Death, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0061020680""","=""9780061020681""",4,4.23,Harpertorch,Mass Market Paperback,243,2001,1987,,2010/10/14,on-kobo,on-kobo (#64),read,,,,1,,,0,,,,,
23213813,The Long Utopia (The Long Earth #4),Terry Pratchett,"Pratchett, Terry",Stephen Baxter,"=""006229735X""","=""9780062297358""",0,3.87,Harper,ebook,373,2015,2015,,2020/03/26,"to-read, on-kobo","to-read (#551), on-kobo (#63)",to-read,,,,0,,,0,,,,,
18586487,"The Long Mars (The Long Earth, #3)",Terry Pratchett,"Pratchett, Terry",Stephen Baxter,"=""0857521748""","=""9780857521743""",0,3.73,Doubleday UK,Hardcover,361,2014,2014,,2020/03/26,"to-read, on-kobo","to-read (#550), on-kobo (#62)",to-read,,,,0,,,0,,,,,
17167572,"The Long War (The Long Earth, #2)",Terry Pratchett,"Pratchett, Terry",Stephen Baxter,"=""006206777X""","=""9780062067777""",0,3.62,HarperCollins Publishers,Hardcover,419,2013,2013,,2020/03/26,"to-read, on-kobo","to-read (#549), on-kobo (#61)",to-read,,,,0,,,0,,,,,
13147230,"The Long Earth (The Long Earth, #1)",Terry Pratchett,"Pratchett, Terry",Stephen Baxter,"=""0062067753""","=""9780062067753""",0,3.76,HarperCollins Harper,Hardcover,336,2012,2012,,2020/03/26,"to-read, on-kobo","to-read (#548), on-kobo (#60)",to-read,,,,0,,,0,,,,,
25859268,"The Long Cosmos (The Long Earth, #5)",Terry Pratchett,"Pratchett, Terry",Stephen Baxter,"=""0062297376""","=""9780062297372""",0,3.88,Harper,Hardcover,377,2016,2016,,2020/03/26,"to-read, on-kobo","to-read (#547), on-kobo (#59)",to-read,,,,0,,,0,,,,,
6567835,"Hogfather (Discworld, #20)",Terry Pratchett,"Pratchett, Terry",,"=""""","=""""",3,4.23,HarperCollins e-books,Kindle Edition,433,2009,1996,,2011/08/07,on-kobo,on-kobo (#58),read,,,,1,,,0,,,,,
2429032,The Folklore of Discworld,Terry Pratchett,"Pratchett, Terry",Jacqueline Simpson,"=""0385611005""","=""9780385611008""",0,3.98,Doubleday,Hardcover,372,2008,2008,,2020/03/26,"to-read, on-kobo","to-read (#546), on-kobo (#57)",to-read,,,,0,,,0,,,,,
6723348,"The Fall (The Strain Trilogy, #2)",Guillermo del Toro,"Toro, Guillermo del",Chuck Hogan,"=""0061558222""","=""9780061558221""",0,3.81,William Morrow,Hardcover,308,2010,2010,,2020/03/26,"to-read, on-kobo","to-read (#545), on-kobo (#56)",to-read,,,,0,,,0,,,,,
38261863,"Miss Peregrine's Home For Peculiar Children (Miss Peregrine's Peculiar Children, #1)",Ransom Riggs,"Riggs, Ransom",,"=""""","=""""",3,3.91,Quirk Books,Kindle Edition,358,2011,2011,2020/03/26,2020/03/16,"on-kobo, 2020","on-kobo (#34), 2020 (#12)",read,,,,1,,,0,,,,,
1575833,A Walk in the Woods,Bill Bryson,"Bryson, Bill",,"=""0553455923""","=""9780553455922""",2,4.06,Random House Audio,Audio CD,10,1998,1998,2020/03/22,2020/03/07,"2020, listened-to","2020 (#6), listened-to (#38)",read,,,,1,,,0,,,,,
119086,The Last Unicorn,Peter S. Beagle,"Beagle, Peter S.",,"=""0345286200""","=""9780345286208""",0,4.17,Ballantine Books Inc,Mass Market Paperback,248,1987,1968,,2020/03/20,to-read,to-read (#544),to-read,,,,0,,,0,,,,,
46724,"The American Plague: The Untold Story of Yellow Fever, the Epidemic That Shaped Our History",Molly Caldwell Crosby,"Crosby, Molly Caldwell",,"=""0425212025""","=""9780425212028""",0,3.89,Berkley Publishing Group,Hardcover,308,2006,2006,,2020/03/20,to-read,to-read (#543),to-read,,,,0,,,0,,,,,
16213,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Richard Preston,"Preston, Richard",,"=""0385495226""","=""9780385495226""",0,4.12,Anchor Books,Paperback,352,1999,1994,,2020/03/20,to-read,to-read (#542),to-read,,,,0,,,0,,,,,
19279307,While Mortals Sleep: Unpublished Short Fiction,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""""","=""""",0,3.82,Delacorte Press,Kindle Edition,274,2011,2011,,2020/03/17,"to-read, on-kobo","to-read (#541), on-kobo (#55)",to-read,,,,0,,,0,,,,,
13035190,Where I Was From (Vintage International),Joan Didion,"Didion, Joan",,"=""""","=""""",0,3.86,,Kindle Edition,243,,2003,,2012/12/12,"to-read, on-kobo","to-read (#84), on-kobo (#54)",to-read,,,,0,,,0,,,,,
49550801,Washington Black,Esi Edugyan,"Edugyan, Esi",,"=""0525521437""","=""9780525521433""",0,3.99,Alfred A. Knopf,ebook,352,2018,2018,,2020/03/17,"to-read, on-kobo","to-read (#540), on-kobo (#53)",to-read,,,,0,,,0,,,,,
18044009,The Unreal and the Real: Selected Stories Volume One: Where on Earth,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",0,3.82,Small Beer Press,Kindle Edition,320,2012,2012,,2020/03/17,"to-read, on-kobo","to-read (#539), on-kobo (#51)",to-read,,,,0,,,0,,,,,
17996638,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,"Krakauer, Jon",,"=""""","=""""",0,4.00,Pan,Kindle Edition,372,2013,2003,,2010/10/16,"to-read, on-kobo","to-read (#27), on-kobo (#50)",to-read,,,,0,,,0,,,,,
29585672,"Tales of the Peculiar (Miss Peregrine’s Peculiar Children, #0.5)",Ransom Riggs,"Riggs, Ransom",,"=""""","=""""",0,4.15,Dutton Books for Young Readers,Kindle Edition,192,2016,2016,,2020/03/17,"to-read, on-kobo","to-read (#538), on-kobo (#49)",to-read,,,,0,,,0,,,,,
6066095,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",,"=""""","=""""",2,4.30,Riverhead,Kindle Edition,372,2004,2003,2020/02/27,2010/10/13,"on-kobo, 2020","on-kobo (#29), 2020 (#11)",read,,,,1,,,0,,,,,
6551707,Sula,Toni Morrison,"Morrison, Toni",,"=""""","=""""",0,3.94,Vintage,Kindle Edition,196,2007,1973,,2020/03/16,"to-read, on-kobo","to-read (#537), on-kobo (#48)",to-read,,,,0,,,0,,,,,
19247459,The Sound of the Mountain,Yasunari Kawabata,"Kawabata, Yasunari",Edward G. Seidensticker,"=""""","=""""",0,3.91,Vintage,Kindle Edition,289,2013,1953,,2012/12/26,"to-read, on-kobo","to-read (#95), on-kobo (#47)",to-read,,,,0,,,0,,,,,
6582898,Song of Solomon,Toni Morrison,"Morrison, Toni",,"=""""","=""""",0,4.08,,Kindle Edition,354,,1977,,2013/10/10,"to-read, on-kobo","to-read (#288), on-kobo (#46)",to-read,,,,0,,,0,,,,,
17230430,Smoke and Mirrors,Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",0,4.03,HarperCollins,Kindle Edition,384,2009,1998,,2020/03/16,"to-read, on-kobo","to-read (#536), on-kobo (#45)",to-read,,,,0,,,0,,,,,
6284840,Shutter Island,Dennis Lehane,"Lehane, Dennis",,"=""""","=""""",0,4.09,HarperCollins,Kindle Edition,369,2009,2003,,2020/03/16,"to-read, on-kobo","to-read (#535), on-kobo (#44)",to-read,,,,0,,,0,,,,,
4756743,Shoggoths in Bloom,Elizabeth Bear,"Bear, Elizabeth",,"=""1607013789""","=""9781607013785""",0,4.05,Prime Books,ebook,308,2008,2008,,2020/03/16,"to-read, on-kobo","to-read (#534), on-kobo (#43)",to-read,,,,0,,,0,,,,,
19300874,Shadows Over Innsmouth (Shadows Over Innsmouth #1),Stephen              Jones,"Jones, Stephen",,"=""""","=""""",0,4.43,Titan Books,Kindle Edition,487,2013,1994,,2020/03/16,"to-read, on-kobo","to-read (#533), on-kobo (#42)",to-read,,,,0,,,0,,,,,
6563622,"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",Lucia Graves,"=""""","=""""",0,4.27,Penguin Group (USA),Kindle Edition,506,2005,2001,,2020/03/16,"to-read, on-kobo","to-read (#532), on-kobo (#41)",to-read,,,,0,,,0,,,,,
13054604,The Secret History,Donna Tartt,"Tartt, Donna",,"=""""","=""""",0,4.09,Random House LLC,Kindle Edition,524,2011,1992,,2018/01/24,"to-read, on-kobo","to-read (#240), on-kobo (#40)",to-read,,,,0,,,0,,,,,
31571643,Salsa Nocturna (Bone Street Rumba #2.5),Daniel José Older,"Older, Daniel José",,"=""""","=""""",0,4.27,,Kindle Edition,146,2016,2012,,2020/03/16,to-read,to-read (#531),to-read,,,,0,,,0,,,,,
36547901,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,"Cain, Susan",,"=""""","=""""",0,4.06,Broadway Books,Kindle Edition,370,2012,2012,,2019/12/14,"to-read, on-kobo","to-read (#390), on-kobo (#39)",to-read,,,,0,,,0,,,,,
12970898,Norwegian Wood,Haruki Murakami,"Murakami, Haruki",,"=""""","=""""",0,4.03,Vintage Digital,Kindle Edition,401,2011,1987,,2020/03/16,"to-read, on-kobo","to-read (#530), on-kobo (#38)",to-read,,,,0,,,0,,,,,
42955713,Night Shift,Stephen King,"King, Stephen",,"=""""","=""""",0,4.00,Anchor,Kindle Edition,370,2008,1978,,2020/03/16,"to-read, on-kobo","to-read (#529), on-kobo (#37)",to-read,,,,0,,,0,,,,,
18652373,The New Jim Crow,Michelle Alexander,"Alexander, Michelle",Cornel West,"=""""","=""""",0,4.50,The New Press,Kindle Edition,338,2012,2010,,2019/11/18,"to-read, on-kobo","to-read (#373), on-kobo (#36)",to-read,,,,0,,,0,,,,,
6572790,Never Let Me Go,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""""","=""""",0,3.82,Vintage,Kindle Edition,272,2005,2005,,2020/03/16,"to-read, on-kobo","to-read (#528), on-kobo (#35)",to-read,,,,0,,,0,,,,,
42472503,Machines Like Me,Ian McEwan,"McEwan, Ian",,"=""""","=""""",0,3.60,Nan A. Talese,Kindle Edition,352,2019,2019,,2019/05/25,"to-read, on-kobo","to-read (#326), on-kobo (#33)",to-read,,,,0,,,0,,,,,
13125749,The Little Friend,Donna Tartt,"Tartt, Donna",,"=""""","=""""",0,3.46,Vintage,Kindle Edition,642,2011,2002,,2018/01/24,"to-read, on-kobo","to-read (#241), on-kobo (#32)",to-read,,,,0,,,0,,,,,
6457620,"The Light Fantastic (Discworld, #2)",Terry Pratchett,"Pratchett, Terry",,"=""""","=""""",0,3.98, HarperCollins Publishers,Kindle Edition,292,2009,1986,,2020/03/16,"to-read, on-kobo","to-read (#527), on-kobo (#31)",to-read,,,,0,,,0,,,,,
34845395,"I Know Why the Caged Bird Sings (Maya Angelou's Autobiography, #1)",Maya Angelou,"Angelou, Maya",,"=""""","=""""",0,4.24,Random House,Kindle Edition,317,2009,1969,,2020/02/16,"to-read, on-kobo","to-read (#468), on-kobo (#28)",to-read,,,,0,,,0,,,,,
36684688,I Contain Multitudes: The Microbes Within Us and a Grander View of Life,Ed Yong,"Yong, Ed",,"=""""","=""""",0,4.16,HarperCollins Publishers,Kindle Edition,373,2016,2016,,2018/07/21,"to-read, on-kobo","to-read (#251), on-kobo (#27)",to-read,,,,0,,,0,,,,,
20647874,"The Hound of the Baskervilles (Sherlock Holmes, #5)",Arthur Conan Doyle,"Doyle, Arthur Conan",,"=""""","=""9781620115084""",3,4.12,Duke Classics,ebook,154,2012,1901,,2010/10/13,"to-read, on-kobo","to-read (#526), on-kobo (#26)",to-read,,,,1,,,0,,,,,
45864574,The Handmaid's Tale,Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",0,4.11,Houghton Mifflin Harcourt,Kindle Edition,311,1986,1985,,2020/03/15,"to-read, on-kobo","to-read (#525), on-kobo (#25)",to-read,,,,0,,,0,,,,,
5280986,"Guards! Guards! (Discworld, #8)",Terry Pratchett,"Pratchett, Terry",,"=""""","=""""",0,4.33,HarperCollins e-books,Kindle Edition,344,2009,1989,,2020/03/15,"to-read, on-kobo","to-read (#524), on-kobo (#24)",to-read,,,,0,,,0,,,,,
13141699,Good Omens,Terry Pratchett,"Pratchett, Terry",Neil Gaiman,"=""""","=""""",0,4.24,Transworld Digital ,Kindle Edition,433,2011,1990,,2019/12/14,"to-read, on-kobo","to-read (#394), on-kobo (#23)",to-read,,,,0,,,0,,,,,
19904707,The Garlic Ballads: A Novel,Mo Yan,"Yan, Mo",Howard Goldblatt,"=""""","=""""",0,3.73,Arcade Publishing,Kindle Edition,308,2012,1988,,2014/03/21,"to-read, on-kobo","to-read (#171), on-kobo (#21)",to-read,,,,0,,,0,,,,,
35429993,"Fall or, Dodge in Hell",Neal Stephenson,"Stephenson, Neal",,"=""0062458736""","=""9780062458735""",0,3.56,William Morrow & Co,ebook,896,2019,2019,,2020/03/15,"to-read, on-kobo","to-read (#523), on-kobo (#20)",to-read,,,,0,,,0,,,,,
6588375,Dreams of Terror and Death,H.P. Lovecraft,"Lovecraft, H.P.",,"=""""","=""""",0,4.23,,Kindle Edition,387,,1934,,2020/03/15,"to-read, on-kobo","to-read (#522), on-kobo (#19)",to-read,,,,0,,,0,,,,,
2572163,"The Devil in the White City: Murder, Magic, and Madness at the Fair",Erik Larson,"Larson, Erik",,"=""1400049342""","=""9781400049349""",0,3.99,,ebook,450,2003,2003,,2020/02/16,"to-read, on-kobo","to-read (#459), on-kobo (#18)",to-read,,,,0,,,0,,,,,
17308454,The Curious Incident of the Dog in the Night-time,Mark Haddon,"Haddon, Mark",,"=""1448139856""","=""9781448139859""",0,3.88,Vintage Digital,ebook,304,2012,2003,,2012/11/18,"to-read, on-kobo","to-read (#81), on-kobo (#17)",to-read,,,,0,,,0,,,,,
6283504,Coraline,Neil Gaiman,"Gaiman, Neil",Dave McKean,"=""""","=""""",0,4.06,HarperCollins,Kindle Edition,208,2009,2002,,2020/03/15,"to-read, on-kobo","to-read (#521), on-kobo (#16)",to-read,,,,0,,,0,,,,,
8238259,Cloud Atlas,David Mitchell,"Mitchell, David",,"=""""","=""""",0,4.01,Random House Trade Paperbacks,Kindle Edition,530,2008,2004,,2012/12/24,"to-read, on-kobo","to-read (#88), on-kobo (#15)",to-read,,,,0,,,0,,,,,
35612585,Brown Girl Dreaming,Jacqueline Woodson,"Woodson, Jacqueline",,"=""""","=""""",0,4.16,Nancy Paulsen Books,Kindle Edition,353,2014,2014,,2020/03/02,"to-read, on-kobo","to-read (#512), on-kobo (#14)",to-read,,,,0,,,0,,,,,
7199572,Bluebeard,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0307567206""","=""9780307567208""",0,4.04,The Dial Press,ebook,154,2009,1987,,2020/03/15,"to-read, on-kobo","to-read (#520), on-kobo (#13)",to-read,,,,0,,,0,,,,,
18615464,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",Katherine Boo,"Boo, Katherine",,"=""""","=""""",0,3.98,Random House Trade Paperbacks,Kindle Edition,290,2012,2012,,2018/09/10,"to-read, on-kobo","to-read (#270), on-kobo (#11)",to-read,,,,0,,,0,,,,,
5324495,Atonement,Ian McEwan,"McEwan, Ian",,"=""""","=""""",0,3.91,Random House LLC,Kindle Edition,370,2003,2001,,2020/02/16,"to-read, on-kobo","to-read (#453), on-kobo (#10)",to-read,,,,0,,,0,,,,,
35097545,Artemis,Andy Weir,"Weir, Andy",,"=""""","=""""",0,3.66,Broadway Books,Kindle Edition,322,2017,2017,,2018/01/22,"to-read, on-kobo","to-read (#238), on-kobo (#9)",to-read,,,,0,,,0,,,,,
40792913,"Altered Carbon (Takeshi Kovacs, #1)",Richard K. Morgan,"Morgan, Richard K.",,"=""""","=""""",0,4.05,Del Rey,Kindle Edition,544,2018,2002,,2020/03/15,"on-kobo, to-read","on-kobo (#7), to-read (#519)",to-read,,,,0,,,0,,,,,
29416548,Americanah,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""""","=""""",0,4.31,Alfred A. Knopf,Kindle Edition,610,2017,2013,,2014/06/05,"to-read, on-kobo","to-read (#180), on-kobo (#8)",to-read,,,,0,,,0,,,,,
16029682,"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",0,3.99,Houghton Mifflin Books for Children,Kindle Edition,210,2012,1968,,2020/03/15,"to-read, on-kobo","to-read (#518), on-kobo (#5)",to-read,,,,0,,,0,,,,,
32943032,"A Map of Days (Miss Peregrine's Peculiar Children, #4)",Ransom Riggs,"Riggs, Ransom",,"=""""","=""9780735231481""",0,4.14,Dutton Books for Young Readers,ebook,496,2018,2018,,2020/03/15,"to-read, on-kobo","to-read (#517), on-kobo (#3)",to-read,,,,0,,,0,,,,,
9774199,"A Discovery of Witches (All Souls Trilogy, #1)",Deborah Harkness,"Harkness, Deborah",,"=""""","=""""",0,4.00,Penguin,Kindle Edition,580,2011,2011,,2020/03/15,"to-read, on-kobo","to-read (#516), on-kobo (#2)",to-read,,,,0,,,0,,,,,
231813,The Pearl,John Steinbeck,"Steinbeck, John",,"=""014017737X""","=""9780140177374""",2,3.47,Penguin Books,Mass Market Paperback,90,1993,1947,2020/02/25,2020/02/15,2020,2020 (#9),read,,,,1,,,0,,,,,
